date,product_id,region_id,units_sold,unit_price_irr,revenue_irr,is_promo_day
2024-02-23,P001,R05,18,185000,3330000,False
2024-02-23,P001,R06,17,185000,3145000,False
2024-02-23,P001,R07,15,185000,2775000,False
2024-02-24,P001,R01,30,185000,5550000,False
2024-02-24,P001,R02,19,185000,3515000,False
2024-02-24,P001,R03,15,185000,2775000,False
2024-02-24,P001,R04,6,185000,1110000,False
2024-02-24,P001,R05,14,185000,2590000,False
2024-02-24,P001,R06,16,185000,2960000,False
2024-02-24,P001,R07,6,185000,1110000,False
2024-02-25,P001,R01,30,185000,5550000,False
2024-02-25,P001,R02,9,185000,1665000,False
2024-02-25,P001,R03,7,185000,1295000,False
2024-02-25,P001,R04,6,185000,1110000,False
2024-02-25,P001,R05,14,185000,2590000,False
2024-02-25,P001,R06,14,185000,2590000,False
2024-02-25,P001,R07,3,185000,555000,False
2024-02-26,P001,R01,31,185000,5735000,False
2024-02-26,P001,R02,19,185000,3515000,False
2024-02-26,P001,R03,19,185000,3515000,False
2024-02-26,P001,R04,5,185000,925000,False
2024-02-26,P001,R05,12,185000,2220000,False
2024-02-26,P001,R06,11,185000,2035000,False
2024-02-26,P001,R07,11,185000,2035000,False
2024-02-27,P001,R01,34,185000,6290000,False
2024-02-27,P001,R02,12,185000,2220000,False
2024-02-27,P001,R03,16,185000,2960000,False
2024-02-27,P001,R04,14,185000,2590000,False
2024-02-27,P001,R05,13,185000,2405000,False
2024-02-27,P001,R06,7,185000,1295000,False
2024-02-27,P001,R07,9,185000,1665000,False
2024-02-28,P001,R01,31,185000,5735000,False
2024-02-28,P001,R02,15,185000,2775000,False
2024-02-28,P001,R03,13,185000,2405000,False
2024-02-28,P001,R04,10,185000,1850000,False
2024-02-28,P001,R05,9,185000,1665000,False
2024-02-28,P001,R06,16,185000,2960000,False
2024-02-28,P001,R07,8,185000,1480000,False
2024-02-29,P001,R01,47,185000,8695000,False
2024-02-29,P001,R02,17,185000,3145000,False
2024-02-29,P001,R03,17,185000,3145000,False
2024-02-29,P001,R04,14,185000,2590000,False
2024-02-29,P001,R05,17,185000,3145000,False
2024-02-29,P001,R06,9,185000,1665000,False
2024-02-29,P001,R07,8,185000,1480000,False
2024-03-01,P001,R01,50,185000,9250000,False
2024-03-01,P001,R02,19,185000,3515000,False
2024-03-01,P001,R03,19,185000,3515000,False
2024-03-01,P001,R04,12,185000,2220000,False
2024-03-01,P001,R05,12,185000,2220000,False
2024-03-01,P001,R06,19,185000,3515000,False
2024-03-01,P001,R07,9,185000,1665000,False
2024-03-02,P001,R01,29,185000,5365000,False
2024-03-02,P001,R02,12,185000,2220000,False
2024-03-02,P001,R03,18,185000,3330000,False
2024-03-02,P001,R04,16,185000,2960000,False
2024-03-02,P001,R05,9,185000,1665000,False
2024-03-02,P001,R06,8,185000,1480000,False
2024-03-02,P001,R07,9,185000,1665000,False
2024-03-03,P001,R01,29,185000,5365000,False
2024-03-03,P001,R02,22,185000,4070000,False
2024-03-03,P001,R03,7,185000,1295000,False
2024-03-03,P001,R04,15,185000,2775000,False
2024-03-03,P001,R05,19,185000,3515000,False
2024-03-03,P001,R06,6,185000,1110000,False
2024-03-03,P001,R07,7,185000,1295000,False
2024-03-04,P001,R01,29,185000,5365000,False
2024-03-04,P001,R02,16,185000,2960000,False
2024-03-04,P001,R03,15,185000,2775000,False
2024-03-04,P001,R04,11,185000,2035000,False
2024-03-04,P001,R05,13,185000,2405000,False
2024-03-04,P001,R06,13,185000,2405000,False
2024-03-04,P001,R07,4,185000,740000,False
2024-03-05,P001,R01,27,185000,4995000,False
2024-03-05,P001,R02,6,185000,1110000,False
2024-03-05,P001,R03,11,185000,2035000,False
2024-03-05,P001,R04,10,185000,1850000,False
2024-03-05,P001,R05,8,185000,1480000,False
2024-03-05,P001,R06,6,185000,1110000,False
2024-03-05,P001,R07,4,185000,740000,False
2024-03-06,P001,R01,32,185000,5920000,False
2024-03-06,P001,R02,16,185000,2960000,False
2024-03-06,P001,R03,11,185000,2035000,False
2024-03-06,P001,R04,8,185000,1480000,False
2024-03-06,P001,R05,11,185000,2035000,False
2024-03-06,P001,R06,12,185000,2220000,False
2024-03-06,P001,R07,7,185000,1295000,False
2024-03-07,P001,R01,43,185000,7955000,False
2024-03-07,P001,R02,10,185000,1850000,False
2024-03-07,P001,R03,16,185000,2960000,False
2024-03-07,P001,R04,8,185000,1480000,False
2024-03-07,P001,R05,13,185000,2405000,False
2024-03-07,P001,R06,9,185000,1665000,False
2024-03-07,P001,R07,3,185000,555000,False
2024-03-08,P001,R01,37,185000,6845000,False
2024-03-08,P001,R02,23,185000,4255000,False
2024-03-08,P001,R03,9,185000,1665000,False
2024-03-08,P001,R04,8,185000,1480000,False
2024-03-08,P001,R05,15,185000,2775000,False
2024-03-08,P001,R06,11,185000,2035000,False
2024-03-08,P001,R07,6,185000,1110000,False
2024-03-09,P001,R01,48,166500,7992000,True
2024-03-09,P001,R02,24,166500,3996000,True
2024-03-09,P001,R03,17,166500,2830500,True
2024-03-09,P001,R04,16,166500,2664000,True
2024-03-09,P001,R05,23,166500,3829500,True
2024-03-09,P001,R06,14,166500,2331000,True
2024-03-09,P001,R07,8,166500,1332000,True
2024-03-10,P001,R01,30,185000,5550000,False
2024-03-10,P001,R02,26,185000,4810000,False
2024-03-10,P001,R03,17,185000,3145000,False
2024-03-10,P001,R04,10,185000,1850000,False
2024-03-10,P001,R05,19,185000,3515000,False
2024-03-10,P001,R06,11,185000,2035000,False
2024-03-10,P001,R07,7,185000,1295000,False
2024-03-11,P001,R01,41,185000,7585000,False
2024-03-11,P001,R02,17,185000,3145000,False
2024-03-11,P001,R03,9,185000,1665000,False
2024-03-11,P001,R04,12,185000,2220000,False
2024-03-11,P001,R05,12,185000,2220000,False
2024-03-11,P001,R06,15,185000,2775000,False
2024-03-11,P001,R07,9,185000,1665000,False
2024-03-12,P001,R01,39,185000,7215000,False
2024-03-12,P001,R02,14,185000,2590000,False
2024-03-12,P001,R03,11,185000,2035000,False
2024-03-12,P001,R04,11,185000,2035000,False
2024-03-12,P001,R05,8,185000,1480000,False
2024-03-12,P001,R06,15,185000,2775000,False
2024-03-12,P001,R07,2,185000,370000,False
2024-03-13,P001,R01,40,185000,7400000,False
2024-03-13,P001,R02,15,185000,2775000,False
2024-03-13,P001,R03,18,185000,3330000,False
2024-03-13,P001,R04,11,185000,2035000,False
2024-03-13,P001,R05,13,185000,2405000,False
2024-03-13,P001,R06,11,185000,2035000,False
2024-03-13,P001,R07,7,185000,1295000,False
2024-03-14,P001,R01,35,185000,6475000,False
2024-03-14,P001,R02,15,185000,2775000,False
2024-03-14,P001,R03,14,185000,2590000,False
2024-03-14,P001,R04,9,185000,1665000,False
2024-03-14,P001,R05,19,185000,3515000,False
2024-03-14,P001,R06,9,185000,1665000,False
2024-03-14,P001,R07,10,185000,1850000,False
2024-03-15,P001,R01,40,185000,7400000,False
2024-03-15,P001,R02,23,185000,4255000,False
2024-03-15,P001,R03,15,185000,2775000,False
2024-03-15,P001,R04,18,185000,3330000,False
2024-03-15,P001,R05,17,185000,3145000,False
2024-03-15,P001,R06,9,185000,1665000,False
2024-03-15,P001,R07,11,185000,2035000,False
2024-03-16,P001,R01,35,185000,6475000,False
2024-03-16,P001,R02,5,185000,925000,False
2024-03-16,P001,R03,9,185000,1665000,False
2024-03-16,P001,R04,8,185000,1480000,False
2024-03-16,P001,R05,6,185000,1110000,False
2024-03-16,P001,R06,10,185000,1850000,False
2024-03-16,P001,R07,4,185000,740000,False
2024-03-17,P001,R01,38,185000,7030000,False
2024-03-17,P001,R02,20,185000,3700000,False
2024-03-17,P001,R03,11,185000,2035000,False
2024-03-17,P001,R04,6,185000,1110000,False
2024-03-17,P001,R05,7,185000,1295000,False
2024-03-17,P001,R06,9,185000,1665000,False
2024-03-17,P001,R07,11,185000,2035000,False
2024-03-18,P001,R01,34,185000,6290000,False
2024-03-18,P001,R02,9,185000,1665000,False
2024-03-18,P001,R03,13,185000,2405000,False
2024-03-18,P001,R04,16,185000,2960000,False
2024-03-18,P001,R05,11,185000,2035000,False
2024-03-18,P001,R06,5,185000,925000,False
2024-03-18,P001,R07,9,185000,1665000,False
2024-03-19,P001,R01,24,185000,4440000,False
2024-03-19,P001,R02,12,185000,2220000,False
2024-03-19,P001,R03,14,185000,2590000,False
2024-03-19,P001,R04,8,185000,1480000,False
2024-03-19,P001,R05,8,185000,1480000,False
2024-03-19,P001,R06,6,185000,1110000,False
2024-03-19,P001,R07,7,185000,1295000,False
2024-03-20,P001,R01,38,185000,7030000,False
2024-03-20,P001,R02,11,185000,2035000,False
2024-03-20,P001,R03,9,185000,1665000,False
2024-03-20,P001,R04,12,185000,2220000,False
2024-03-20,P001,R05,9,185000,1665000,False
2024-03-20,P001,R06,10,185000,1850000,False
2024-03-20,P001,R07,7,185000,1295000,False
2024-03-21,P001,R01,39,185000,7215000,False
2024-03-21,P001,R02,14,185000,2590000,False
2024-03-21,P001,R03,16,185000,2960000,False
2024-03-21,P001,R04,11,185000,2035000,False
2024-03-21,P001,R05,12,185000,2220000,False
2024-03-21,P001,R06,9,185000,1665000,False
2024-03-21,P001,R07,9,185000,1665000,False
2024-03-22,P001,R01,49,185000,9065000,False
2024-03-22,P001,R02,29,185000,5365000,False
2024-03-22,P001,R03,19,185000,3515000,False
2024-03-22,P001,R04,11,185000,2035000,False
2024-03-22,P001,R05,22,185000,4070000,False
2024-03-22,P001,R06,21,185000,3885000,False
2024-03-22,P001,R07,8,185000,1480000,False
2024-03-23,P001,R01,34,185000,6290000,False
2024-03-23,P001,R02,11,185000,2035000,False
2024-03-23,P001,R03,18,185000,3330000,False
2024-03-23,P001,R04,16,185000,2960000,False
2024-03-23,P001,R05,11,185000,2035000,False
2024-03-23,P001,R06,8,185000,1480000,False
2024-03-23,P001,R07,6,185000,1110000,False
2024-03-24,P001,R01,38,185000,7030000,False
