date,line_id,product_id,planned_units,produced_units,scrap_units,downtime_minutes
2024-01-03,L4,P015,568,555,6,24
2024-01-03,L4,P016,558,537,14,25
2024-01-03,L4,P017,451,440,7,17
2024-01-03,L4,P018,242,236,2,31
2024-01-03,L4,P019,259,250,5,28
2024-01-03,L4,P020,270,263,5,16
2024-01-03,L5,P021,21,21,0,20
2024-01-03,L5,P022,30,29,1,0
2024-01-03,L5,P023,28,27,0,45
2024-01-03,L5,P024,27,27,0,24
2024-01-03,L5,P025,32,32,0,11
2024-01-04,L1,P001,133,131,2,1
2024-01-04,L1,P002,126,122,2,33
2024-01-04,L1,P003,106,103,2,10
2024-01-04,L1,P004,123,119,3,22
2024-01-04,L2,P005,50,48,2,0
2024-01-04,L2,P006,87,85,1,16
2024-01-04,L2,P007,101,99,2,2
2024-01-04,L2,P008,74,72,1,32
2024-01-04,L3,P009,189,186,1,28
2024-01-04,L3,P010,171,170,0,16
2024-01-04,L3,P011,193,189,4,5
2024-01-04,L3,P012,191,185,6,0
2024-01-04,L3,P013,179,176,1,38
2024-01-04,L3,P014,175,170,3,29
2024-01-04,L4,P015,580,565,10,17
2024-01-04,L4,P016,641,627,9,15
2024-01-04,L4,P017,630,610,11,27
2024-01-04,L4,P018,264,257,4,24
2024-01-04,L4,P019,264,254,5,34
2024-01-04,L4,P020,271,268,3,1
2024-01-04,L5,P021,23,22,1,41
2024-01-04,L5,P022,25,25,0,28
2024-01-04,L5,P023,33,31,1,32
2024-01-04,L5,P024,30,30,0,0
2024-01-04,L5,P025,25,25,0,0
2024-01-05,L1,P001,120,116,3,20
2024-01-05,L1,P002,102,101,1,0
2024-01-05,L1,P003,128,124,2,30
2024-01-05,L1,P004,128,125,1,32
2024-01-05,L2,P005,104,102,1,18
2024-01-05,L2,P006,87,84,1,39
2024-01-05,L2,P007,76,74,1,20
2024-01-05,L2,P008,109,107,2,0
2024-01-05,L3,P009,224,220,4,3
2024-01-05,L3,P010,236,230,5,9
2024-01-05,L3,P011,220,212,6,20
2024-01-05,L3,P012,197,192,5,0
2024-01-05,L3,P013,300,292,5,32
2024-01-05,L3,P014,239,233,2,53
2024-01-05,L4,P015,670,647,15,23
2024-01-05,L4,P016,802,780,10,29
2024-01-05,L4,P017,769,748,9,29
2024-01-05,L4,P018,366,359,4,14
2024-01-05,L4,P019,331,320,5,35
2024-01-05,L4,P020,364,346,7,57
2024-01-05,L5,P021,27,26,1,0
2024-01-05,L5,P022,45,44,1,3
2024-01-05,L5,P023,31,31,0,22
2024-01-05,L5,P024,35,35,0,12
2024-01-05,L5,P025,43,42,1,22
2024-01-06,L1,P001,83,80,2,18
2024-01-06,L1,P002,137,133,2,28
2024-01-06,L1,P003,96,92,2,36
2024-01-06,L1,P004,110,107,1,40
2024-01-06,L2,P005,65,63,1,27
2024-01-06,L2,P006,58,56,1,34
2024-01-06,L2,P007,59,57,1,21
2024-01-06,L2,P008,43,43,0,14
2024-01-06,L3,P009,181,177,2,39
2024-01-06,L3,P010,179,176,3,6
2024-01-06,L3,P011,135,133,1,21
2024-01-06,L3,P012,155,152,2,25
2024-01-06,L3,P013,157,154,2,27
2024-01-06,L3,P014,172,169,2,23
2024-01-06,L4,P015,514,504,8,9
2024-01-06,L4,P016,538,525,13,0
2024-01-06,L4,P017,510,493,14,13
2024-01-06,L4,P018,249,241,4,30
2024-01-06,L4,P019,255,249,5,10
2024-01-06,L4,P020,244,237,4,26
2024-01-06,L5,P021,12,12,0,32
2024-01-06,L5,P022,15,15,0,37
2024-01-06,L5,P023,9,9,0,16
2024-01-06,L5,P024,32,32,0,8
2024-01-06,L5,P025,28,27,0,43
2024-01-07,L1,P001,110,107,2,12
2024-01-07,L1,P002,65,64,1,2
2024-01-07,L1,P003,83,80,1,35
2024-01-07,L1,P004,87,85,1,23
2024-01-07,L2,P005,58,57,0,43
2024-01-07,L2,P006,62,61,1,11
2024-01-07,L2,P007,80,78,1,25
2024-01-07,L2,P008,76,73,2,26
2024-01-07,L3,P009,162,159,1,30
2024-01-07,L3,P010,179,177,2,0
2024-01-07,L3,P011,143,140,2,12
2024-01-07,L3,P012,191,187,2,35
2024-01-07,L3,P013,138,133,3,36
2024-01-07,L3,P014,133,130,2,20
2024-01-07,L4,P015,537,521,5,39
2024-01-07,L4,P016,483,468,8,27
2024-01-07,L4,P017,511,492,9,39
2024-01-07,L4,P018,274,265,6,20
2024-01-07,L4,P019,252,245,5,14
2024-01-07,L4,P020,258,251,4,21
2024-01-07,L5,P021,23,23,0,0
2024-01-07,L5,P022,38,37,1,4
2024-01-07,L5,P023,20,19,0,55
2024-01-07,L5,P024,42,40,1,33
2024-01-07,L5,P025,25,25,0,2
2024-01-08,L1,P001,98,96,1,15
2024-01-08,L1,P002,98,95,1,32
2024-01-08,L1,P003,117,114,2,12
2024-01-08,L1,P004,87,84,1,39
2024-01-08,L2,P005,58,57,0,30
2024-01-08,L2,P006,62,60,1,18
2024-01-08,L2,P007,116,114,2,7
2024-01-08,L2,P008,62,60,1,24
2024-01-08,L3,P009,173,167,4,37
2024-01-08,L3,P010,201,199,2,1
2024-01-08,L3,P011,157,153,2,28
2024-01-08,L3,P012,165,158,4,49
2024-01-08,L3,P013,191,189,2,7
2024-01-08,L3,P014,136,134,2,1
2024-01-08,L4,P015,487,479,5,10
2024-01-08,L4,P016,509,499,10,1
2024-01-08,L4,P017,503,496,5,8
2024-01-08,L4,P018,243,239,4,0
2024-01-08,L4,P019,269,261,5,23
2024-01-08,L4,P020,243,234,4,41
2024-01-08,L5,P021,35,35,0,14
2024-01-08,L5,P022,27,27,0,21
2024-01-08,L5,P023,25,25,0,23
2024-01-08,L5,P024,22,22,0,38
2024-01-08,L5,P025,40,39,1,14
2024-01-09,L1,P001,111,109,2,0
2024-01-09,L1,P002,114,112,1,14
2024-01-09,L1,P003,99,94,2,49
2024-01-09,L1,P004,129,125,2,30
2024-01-09,L2,P005,61,60,1,1
2024-01-09,L2,P006,56,54,1,27
2024-01-09,L2,P007,75,73,1,19
2024-01-09,L2,P008,57,56,1,2
2024-01-09,L3,P009,148,144,2,35
2024-01-09,L3,P010,162,157,4,9
2024-01-09,L3,P011,153,151,0,37
2024-01-09,L3,P012,170,167,2,18
2024-01-09,L3,P013,158,156,2,6
2024-01-09,L3,P014,156,153,2,20
2024-01-09,L4,P015,465,461,4,0
2024-01-09,L4,P016,589,580,9,0
2024-01-09,L4,P017,561,543,11,24
2024-01-09,L4,P018,237,229,4,34
2024-01-09,L4,P019,208,201,6,13
2024-01-09,L4,P020,212,210,1,6
2024-01-09,L5,P021,29,29,0,13
2024-01-09,L5,P022,20,20,0,40
2024-01-09,L5,P023,42,41,1,0
2024-01-09,L5,P024,32,32,0,13
2024-01-09,L5,P025,32,31,1,6
2024-01-10,L1,P001,101,99,2,0
2024-01-10,L1,P002,111,108,2,17
2024-01-10,L1,P003,137,134,1,35
2024-01-10,L1,P004,79,77,1,20
2024-01-10,L2,P005,59,56,2,27
2024-01-10,L2,P006,55,54,1,3
2024-01-10,L2,P007,78,75,1,51
2024-01-10,L2,P008,74,71,1,44
2024-01-10,L3,P009,187,182,3,35
2024-01-10,L3,P010,149,147,1,24
2024-01-10,L3,P011,172,168,3,17
2024-01-10,L3,P012,168,166,1,14
2024-01-10,L3,P013,171,167,4,5
2024-01-10,L3,P014,143,139,2,43
2024-01-10,L4,P015,542,525,12,19
2024-01-10,L4,P016,517,503,8,24
2024-01-10,L4,P017,731,714,6,29
2024-01-10,L4,P018,236,230,5,9
2024-01-10,L4,P019,253,246,4,23
2024-01-10,L4,P020,199,196,1,21
2024-01-10,L5,P021,31,30,1,26
2024-01-10,L5,P022,33,32,1,27
2024-01-10,L5,P023,23,23,0,5
2024-01-10,L5,P024,25,25,0,13
2024-01-10,L5,P025,19,19,0,10
2024-01-11,L1,P001,128,123,3,28
2024-01-11,L1,P002,96,92,2,47
2024-01-11,L1,P003,98,95,2,27
2024-01-11,L1,P004,116,115,1,0
2024-01-11,L2,P005,69,67,1,27
2024-01-11,L2,P006,93,91,1,19
2024-01-11,L2,P007,68,66,1,24
2024-01-11,L2,P008,97,94,2,22
2024-01-11,L3,P009,192,188,4,0
2024-01-11,L3,P010,189,187,2,1
2024-01-11,L3,P011,163,159,3,13
2024-01-11,L3,P012,170,165,4,21
2024-01-11,L3,P013,171,167,3,23
2024-01-11,L3,P014,170,168,2,7
2024-01-11,L4,P015,623,607,10,20
2024-01-11,L4,P016,621,603,15,10
2024-01-11,L4,P017,591,579,5,24
2024-01-11,L4,P018,436,424,2,42
2024-01-11,L4,P019,287,280,3,25
2024-01-11,L4,P020,253,242,5,43
2024-01-11,L5,P021,34,33,1,2
2024-01-11,L5,P022,28,27,1,0
2024-01-11,L5,P023,50,50,0,19
2024-01-11,L5,P024,31,29,1,34
2024-01-11,L5,P025,35,34,1,22
2024-01-12,L1,P001,119,115,2,26
2024-01-12,L1,P002,117,115,0,28
2024-01-12,L1,P003,164,161,3,0
2024-01-12,L1,P004,168,164,2,25
2024-01-12,L2,P005,117,114,3,3
2024-01-12,L2,P006,103,101,1,12
2024-01-12,L2,P007,76,74,2,5
2024-01-12,L2,P008,115,113,2,0
2024-01-12,L3,P009,208,204,3,9
2024-01-12,L3,P010,233,228,3,30
2024-01-12,L3,P011,199,197,1,15
2024-01-12,L3,P012,181,178,2,11
2024-01-12,L3,P013,204,199,3,23
2024-01-12,L3,P014,199,195,3,13
2024-01-12,L4,P015,738,730,6,6
2024-01-12,L4,P016,696,686,10,0
2024-01-12,L4,P017,724,707,10,19
2024-01-12,L4,P018,384,374,8,11
2024-01-12,L4,P019,347,337,9,8
2024-01-12,L4,P020,345,339,3,15
2024-01-12,L5,P021,42,41,1,13
2024-01-12,L5,P022,38,37,1,25
2024-01-12,L5,P023,35,34,1,21
2024-01-12,L5,P024,33,31,1,33
2024-01-12,L5,P025,28,27,0,48
2024-01-13,L1,P001,96,95,1,10
2024-01-13,L1,P002,86,85,0,15
2024-01-13,L1,P003,153,149,2,29
2024-01-13,L1,P004,96,93,2,29
2024-01-13,L2,P005,94,91,3,1
2024-01-13,L2,P006,57,56,1,8
2024-01-13,L2,P007,52,51,1,13
2024-01-13,L2,P008,69,68,1,3
2024-01-13,L3,P009,151,148,2,21
2024-01-13,L3,P010,147,145,2,4
2024-01-13,L3,P011,149,148,0,15
2024-01-13,L3,P012,159,157,1,24
2024-01-13,L3,P013,154,152,1,14
2024-01-13,L3,P014,186,183,2,14
2024-01-13,L4,P015,538,528,6,13
2024-01-13,L4,P016,463,451,10,9
2024-01-13,L4,P017,492,476,9,26
2024-01-13,L4,P018,242,234,3,39
2024-01-13,L4,P019,207,202,2,25
2024-01-13,L4,P020,222,216,5,6
2024-01-13,L5,P021,31,30,1,6
2024-01-13,L5,P022,25,24,0,55
2024-01-13,L5,P023,23,23,0,33
2024-01-13,L5,P024,26,26,0,28
2024-01-13,L5,P025,20,20,0,0
2024-01-14,L1,P001,98,94,2,39
2024-01-14,L1,P002,104,100,1,47
2024-01-14,L1,P003,96,93,1,48
2024-01-14,L1,P004,121,119,2,0
2024-01-14,L2,P005,94,91,1,45
2024-01-14,L2,P006,80,78,1,23
2024-01-14,L2,P007,59,57,2,0
2024-01-14,L2,P008,68,64,2,48
2024-01-14,L3,P009,156,153,2,26
2024-01-14,L3,P010,159,154,4,15
2024-01-14,L3,P011,162,159,1,32
2024-01-14,L3,P012,187,183,3,13
2024-01-14,L3,P013,162,158,3,11
2024-01-14,L3,P014,181,173,5,50
2024-01-14,L4,P015,535,522,5,30
2024-01-14,L4,P016,543,529,4,34
2024-01-14,L4,P017,518,509,6,12
2024-01-14,L4,P018,215,209,4,16
2024-01-14,L4,P019,321,310,5,36
2024-01-14,L4,P020,226,222,4,0
2024-01-14,L5,P021,21,21,0,32
2024-01-14,L5,P022,13,13,0,10
2024-01-14,L5,P023,24,24,0,13
2024-01-14,L5,P024,32,32,0,0
2024-01-14,L5,P025,29,28,0,40
2024-01-15,L1,P001,84,80,2,40
2024-01-15,L1,P002,72,71,1,0
2024-01-15,L1,P003,130,126,1,49
2024-01-15,L1,P004,148,145,2,10
2024-01-15,L2,P005,73,70,2,23
2024-01-15,L2,P006,74,73,1,5
2024-01-15,L2,P007,73,71,1,31
2024-01-15,L2,P008,75,74,1,6
2024-01-15,L3,P009,159,157,2,1
2024-01-15,L3,P010,164,160,2,36
2024-01-15,L3,P011,161,159,0,29
2024-01-15,L3,P012,171,167,4,0
2024-01-15,L3,P013,159,155,3,17
2024-01-15,L3,P014,145,144,1,0
2024-01-15,L4,P015,526,508,8,37
2024-01-15,L4,P016,572,555,8,29
2024-01-15,L4,P017,534,518,6,37
2024-01-15,L4,P018,253,251,2,0
2024-01-15,L4,P019,222,215,4,28
2024-01-15,L4,P020,250,243,5,15
2024-01-15,L5,P021,37,37,0,10
2024-01-15,L5,P022,33,32,0,32
2024-01-15,L5,P023,31,31,0,23
2024-01-15,L5,P024,15,15,0,0
2024-01-15,L5,P025,38,36,1,53
2024-01-16,L1,P001,79,77,1,15
2024-01-16,L1,P002,101,98,2,23
2024-01-16,L1,P003,88,85,2,30
2024-01-16,L1,P004,101,97,3,14
2024-01-16,L2,P005,77,76,1,0
2024-01-16,L2,P006,66,65,1,8
2024-01-16,L2,P007,55,54,1,0
2024-01-16,L2,P008,99,97,1,20
2024-01-16,L3,P009,164,156,4,67
2024-01-16,L3,P010,169,164,3,32
2024-01-16,L3,P011,156,153,2,27
2024-01-16,L3,P012,136,133,2,23
2024-01-16,L3,P013,167,165,2,4
2024-01-16,L3,P014,125,121,2,41
2024-01-16,L4,P015,556,532,11,44
2024-01-16,L4,P016,525,502,8,54
2024-01-16,L4,P017,539,526,7,22
2024-01-16,L4,P018,256,248,3,38
2024-01-16,L4,P019,239,234,1,29
2024-01-16,L4,P020,317,308,7,13
2024-01-16,L5,P021,12,12,0,28
2024-01-16,L5,P022,25,25,0,12
2024-01-16,L5,P023,22,22,0,0
2024-01-16,L5,P024,31,30,0,32
2024-01-16,L5,P025,31,31,0,21
2024-01-17,L1,P001,112,110,2,7
2024-01-17,L1,P002,106,103,1,31
2024-01-17,L1,P003,88,85,2,30
2024-01-17,L1,P004,100,98,1,12
2024-01-17,L2,P005,59,58,1,0
2024-01-17,L2,P006,55,54,1,9
2024-01-17,L2,P007,73,72,1,9
2024-01-17,L2,P008,66,64,1,25
2024-01-17,L3,P009,156,152,2,35
2024-01-17,L3,P010,163,160,2,10
2024-01-17,L3,P011,146,144,1,26
2024-01-17,L3,P012,168,165,1,37
2024-01-17,L3,P013,144,141,2,17
2024-01-17,L3,P014,150,147,3,0
2024-01-17,L4,P015,536,518,9,32
2024-01-17,L4,P016,459,448,7,18
2024-01-17,L4,P017,507,492,10,19
2024-01-17,L4,P018,271,266,3,16
2024-01-17,L4,P019,294,284,5,33
2024-01-17,L4,P020,272,265,2,35
2024-01-17,L5,P021,17,17,0,36
2024-01-17,L5,P022,26,25,1,6
2024-01-17,L5,P023,26,26,0,24
2024-01-17,L5,P024,31,30,1,16
2024-01-17,L5,P025,34,33,1,0
2024-01-18,L1,P001,111,108,2,16
2024-01-18,L1,P002,112,109,3,0
2024-01-18,L1,P003,117,115,1,10
2024-01-18,L1,P004,84,81,2,16
2024-01-18,L2,P005,78,75,2,17
2024-01-18,L2,P006,84,81,2,16
2024-01-18,L2,P007,76,74,1,16
2024-01-18,L2,P008,95,94,1,0
2024-01-18,L3,P009,153,151,1,24
2024-01-18,L3,P010,188,182,3,45
2024-01-18,L3,P011,196,192,3,14
2024-01-18,L3,P012,203,196,4,45
2024-01-18,L3,P013,214,211,3,0
2024-01-18,L3,P014,158,154,2,33
2024-01-18,L4,P015,559,551,1,25
2024-01-18,L4,P016,606,594,9,11
2024-01-18,L4,P017,599,583,7,30
2024-01-18,L4,P018,258,252,2,33
2024-01-18,L4,P019,278,272,4,17
2024-01-18,L4,P020,314,307,7,0
2024-01-18,L5,P021,34,34,0,24
2024-01-18,L5,P022,33,33,0,28
2024-01-18,L5,P023,21,21,0,10
2024-01-18,L5,P024,12,12,0,14
2024-01-18,L5,P025,31,30,1,23
2024-01-19,L1,P001,119,118,0,13
2024-01-19,L1,P002,146,143,2,12
2024-01-19,L1,P003,137,133,2,22
2024-01-19,L1,P004,132,127,2,42
2024-01-19,L2,P005,93,90,2,14
2024-01-19,L2,P006,120,116,2,26
2024-01-19,L2,P007,86,84,1,16
2024-01-19,L2,P008,85,84,0,30
2024-01-19,L3,P009,254,247,5,21
2024-01-19,L3,P010,229,226,1,19
2024-01-19,L3,P011,241,235,5,17
2024-01-19,L3,P012,241,237,2,23
2024-01-19,L3,P013,209,201,4,54
2024-01-19,L3,P014,231,222,7,22
2024-01-19,L4,P015,728,718,4,15
2024-01-19,L4,P016,710,693,11,17
2024-01-19,L4,P017,785,770,15,0
2024-01-19,L4,P018,347,339,2,34
2024-01-19,L4,P019,310,306,2,10
2024-01-19,L4,P020,364,358,6,0
2024-01-19,L5,P021,32,32,0,21
2024-01-19,L5,P022,26,26,0,24
2024-01-19,L5,P023,24,24,0,10
2024-01-19,L5,P024,33,33,0,16
2024-01-19,L5,P025,28,28,0,27
2024-01-20,L1,P001,95,93,1,15
2024-01-20,L1,P002,100,97,2,10
2024-01-20,L1,P003,74,73,1,9
2024-01-20,L1,P004,100,98,2,4
2024-01-20,L2,P005,74,72,1,36
2024-01-20,L2,P006,66,64,0,49
2024-01-20,L2,P007,77,76,1,9
2024-01-20,L2,P008,57,56,1,0
2024-01-20,L3,P009,156,153,2,21
2024-01-20,L3,P010,166,162,3,19
2024-01-20,L3,P011,211,207,1,36
2024-01-20,L3,P012,164,161,3,0
2024-01-20,L3,P013,182,177,5,2
2024-01-20,L3,P014,153,150,2,18
2024-01-20,L4,P015,527,515,7,17
2024-01-20,L4,P016,505,490,13,9
2024-01-20,L4,P017,476,469,1,25
2024-01-20,L4,P018,312,304,6,10
2024-01-20,L4,P019,207,199,5,26
2024-01-20,L4,P020,250,244,3,24
2024-01-20,L5,P021,22,22,0,17
2024-01-20,L5,P022,17,17,0,28
2024-01-20,L5,P023,29,28,1,15
2024-01-20,L5,P024,24,24,0,22
2024-01-20,L5,P025,28,28,0,32
2024-01-21,L1,P001,118,113,3,29
2024-01-21,L1,P002,94,92,1,19
2024-01-21,L1,P003,135,133,2,4
2024-01-21,L1,P004,105,102,2,10
2024-01-21,L2,P005,69,67,1,16
2024-01-21,L2,P006,82,79,1,36
2024-01-21,L2,P007,58,56,1,28
2024-01-21,L2,P008,91,89,1,25
2024-01-21,L3,P009,165,160,3,39
2024-01-21,L3,P010,151,149,2,0
2024-01-21,L3,P011,150,147,3,1
2024-01-21,L3,P012,165,160,3,31
2024-01-21,L3,P013,120,119,1,12
2024-01-21,L3,P014,150,147,2,19
2024-01-21,L4,P015,502,487,6,33
2024-01-21,L4,P016,514,501,6,26
2024-01-21,L4,P017,540,525,5,36
2024-01-21,L4,P018,221,215,4,14
2024-01-21,L4,P019,231,225,1,45
2024-01-21,L4,P020,226,222,4,0
2024-01-21,L5,P021,20,20,0,43
2024-01-21,L5,P022,28,28,0,30
2024-01-21,L5,P023,13,13,0,23
2024-01-21,L5,P024,24,24,0,23
2024-01-21,L5,P025,22,22,0,31
2024-01-22,L1,P001,68,67,1,0
2024-01-22,L1,P002,74,72,1,21
2024-01-22,L1,P003,98,96,2,0
2024-01-22,L1,P004,137,134,2,16
2024-01-22,L2,P005,74,71,2,34
2024-01-22,L2,P006,67,65,1,19
2024-01-22,L2,P007,86,85,1,1
2024-01-22,L2,P008,69,68,1,1
2024-01-22,L3,P009,159,154,3,31
2024-01-22,L3,P010,127,124,2,34
2024-01-22,L3,P011,126,123,1,37
2024-01-22,L3,P012,149,145,2,38
2024-01-22,L3,P013,129,126,2,14
2024-01-22,L3,P014,158,153,2,47
2024-01-22,L4,P015,590,572,10,27
2024-01-22,L4,P016,481,471,5,21
2024-01-22,L4,P017,553,548,4,2
2024-01-22,L4,P018,265,257,3,36
2024-01-22,L4,P019,244,239,5,1
2024-01-22,L4,P020,253,245,4,29
2024-01-22,L5,P021,32,32,0,12
2024-01-22,L5,P022,28,28,0,8
2024-01-22,L5,P023,22,22,0,3
2024-01-22,L5,P024,25,24,0,50
2024-01-22,L5,P025,32,32,0,24
2024-01-23,L1,P001,80,78,1,22
2024-01-23,L1,P002,103,100,1,37
2024-01-23,L1,P003,102,98,2,45
2024-01-23,L1,P004,105,104,1,5
2024-01-23,L2,P005,74,73,1,0
2024-01-23,L2,P006,81,77,2,38
2024-01-23,L2,P007,80,78,2,10
2024-01-23,L2,P008,73,71,1,18
2024-01-23,L3,P009,176,172,3,17
2024-01-23,L3,P010,141,139,2,0
2024-01-23,L3,P011,190,185,4,10
2024-01-23,L3,P012,157,152,3,31
2024-01-23,L3,P013,158,153,3,29
2024-01-23,L3,P014,139,137,2,7
2024-01-23,L4,P015,522,512,6,14
2024-01-23,L4,P016,688,673,15,0
2024-01-23,L4,P017,514,505,8,5
2024-01-23,L4,P018,265,253,5,48
2024-01-23,L4,P019,263,253,8,12
2024-01-23,L4,P020,339,330,3,35
2024-01-23,L5,P021,38,37,1,13
2024-01-23,L5,P022,26,26,0,32
2024-01-23,L5,P023,39,38,1,1
2024-01-23,L5,P024,29,28,1,32
2024-01-23,L5,P025,28,28,0,22
2024-01-24,L1,P001,88,85,2,16
2024-01-24,L1,P002,87,86,1,0
2024-01-24,L1,P003,93,90,2,18
2024-01-24,L1,P004,111,109,1,19
2024-01-24,L2,P005,90,88,1,12
2024-01-24,L2,P006,68,66,1,28
2024-01-24,L2,P007,58,56,1,34
2024-01-24,L2,P008,76,75,0,29
2024-01-24,L3,P009,161,156,4,15
2024-01-24,L3,P010,169,166,3,6
2024-01-24,L3,P011,157,154,2,10
2024-01-24,L3,P012,179,174,5,0
2024-01-24,L3,P013,179,174,2,42
2024-01-24,L3,P014,156,155,1,4
2024-01-24,L4,P015,569,553,9,23
2024-01-24,L4,P016,501,484,9,29
2024-01-24,L4,P017,516,504,11,5
2024-01-24,L4,P018,223,215,3,43
2024-01-24,L4,P019,260,255,4,11
2024-01-24,L4,P020,259,252,5,14
2024-01-24,L5,P021,19,19,0,34
2024-01-24,L5,P022,23,23,0,15
2024-01-24,L5,P023,22,22,0,35
2024-01-24,L5,P024,19,19,0,23
2024-01-24,L5,P025,37,36,0,37
2024-01-25,L1,P001,139,137,2,5
2024-01-25,L1,P002,108,104,1,48
2024-01-25,L1,P003,113,110,1,38
2024-01-25,L1,P004,135,131,3,20
2024-01-25,L2,P005,75,73,1,14
2024-01-25,L2,P006,49,48,0,26
2024-01-25,L2,P007,96,93,1,36
2024-01-25,L2,P008,68,66,1,27
2024-01-25,L3,P009,179,175,3,18
2024-01-25,L3,P010,170,165,3,35
2024-01-25,L3,P011,210,209,1,3
2024-01-25,L3,P012,168,166,2,2
2024-01-25,L3,P013,189,184,3,36
2024-01-25,L3,P014,216,211,2,36
2024-01-25,L4,P015,578,566,7,16
2024-01-25,L4,P016,642,628,14,0
2024-01-25,L4,P017,588,583,4,3
2024-01-25,L4,P018,304,294,6,24
2024-01-25,L4,P019,406,392,7,32
2024-01-25,L4,P020,285,276,3,43
2024-01-25,L5,P021,22,22,0,0
2024-01-25,L5,P022,16,16,0,14
2024-01-25,L5,P023,26,24,1,48
2024-01-25,L5,P024,35,35,0,25
2024-01-25,L5,P025,33,31,1,36
2024-01-26,L1,P001,141,137,2,32
2024-01-26,L1,P002,145,143,2,6
2024-01-26,L1,P003,131,127,1,39
2024-01-26,L1,P004,196,188,5,30
2024-01-26,L2,P005,84,81,2,30
2024-01-26,L2,P006,84,81,2,23
2024-01-26,L2,P007,79,75,1,67
2024-01-26,L2,P008,87,85,2,10
2024-01-26,L3,P009,211,209,2,5
2024-01-26,L3,P010,222,219,3,6
2024-01-26,L3,P011,251,248,3,0
2024-01-26,L3,P012,198,196,2,3
2024-01-26,L3,P013,214,208,4,27
2024-01-26,L3,P014,202,197,4,21
2024-01-26,L4,P015,751,734,11,15
2024-01-26,L4,P016,720,706,11,8
2024-01-26,L4,P017,681,673,3,14
2024-01-26,L4,P018,335,323,9,20
2024-01-26,L4,P019,365,359,6,0
2024-01-26,L4,P020,347,339,8,0
2024-01-26,L5,P021,62,59,1,48
2024-01-26,L5,P022,43,41,1,42
2024-01-26,L5,P023,46,46,0,9
2024-01-26,L5,P024,37,36,1,19
2024-01-26,L5,P025,30,30,0,26
2024-01-27,L1,P001,108,104,1,45
2024-01-27,L1,P002,117,115,2,7
2024-01-27,L1,P003,97,96,1,0
2024-01-27,L1,P004,96,93,2,17
2024-01-27,L2,P005,79,76,2,29
2024-01-27,L2,P006,68,66,1,27
2024-01-27,L2,P007,81,79,1,13
2024-01-27,L2,P008,59,57,1,32
2024-01-27,L3,P009,232,230,1,13
2024-01-27,L3,P010,151,149,1,22
2024-01-27,L3,P011,167,164,3,3
2024-01-27,L3,P012,166,163,2,23
2024-01-27,L3,P013,157,153,3,20
