po_id,material_id,supplier_id,order_date,expected_delivery_date,actual_delivery_date,quantity,unit_cost_irr,status
PO00029,M01,SUP01,2025-05-24,2025-05-29,2025-05-26,4418.3,28000,Delivered
PO00030,M01,SUP01,2025-06-12,2025-06-17,2025-06-16,4418.3,28000,Delivered
PO00031,M01,SUP01,2025-06-29,2025-07-04,2025-07-05,4418.3,28000,Delivered
PO00032,M01,SUP01,2025-07-17,2025-07-22,2025-07-19,4418.3,28000,Delivered
PO00033,M01,SUP01,2025-08-04,2025-08-09,2025-08-09,4418.3,28000,Delivered
PO00034,M01,SUP01,2025-08-22,2025-08-27,2025-08-27,4418.3,28000,Delivered
PO00035,M01,SUP01,2025-09-08,2025-09-13,2025-09-11,4418.3,28000,Delivered
PO00036,M01,SUP01,2025-09-26,2025-10-01,2025-09-30,4418.3,28000,Delivered
PO00037,M01,SUP01,2025-10-13,2025-10-18,2025-10-17,4418.3,28000,Delivered
PO00038,M01,SUP01,2025-10-31,2025-11-05,2025-11-05,4418.3,28000,Delivered
PO00039,M01,SUP01,2025-11-17,2025-11-22,2025-11-23,4418.3,28000,Delivered
PO00040,M01,SUP01,2025-12-05,2025-12-10,2025-12-09,4418.3,28000,Delivered
PO00041,M01,SUP01,2025-12-21,2025-12-26,2025-12-24,4418.3,28000,Delivered
PO00042,M02,SUP01,2024-01-01,2024-01-07,2024-01-05,297.72,42000,Delivered
PO00043,M02,SUP01,2024-01-25,2024-01-31,2024-01-31,297.72,42000,Delivered
PO00044,M02,SUP01,2024-02-23,2024-02-29,2024-02-29,297.72,42000,Delivered
PO00045,M02,SUP01,2024-03-11,2024-03-17,2024-03-16,297.72,42000,Delivered
PO00046,M02,SUP01,2024-03-18,2024-03-24,2024-03-25,297.72,42000,Delivered
PO00047,M02,SUP01,2024-04-04,2024-04-10,2024-04-11,297.72,42000,Delivered
PO00048,M02,SUP01,2024-05-02,2024-05-08,2024-05-10,297.72,42000,Delivered
PO00049,M02,SUP01,2024-05-31,2024-06-06,2024-06-05,297.72,42000,Delivered
PO00050,M02,SUP01,2024-06-29,2024-07-05,2024-07-03,297.72,42000,Delivered
PO00051,M02,SUP01,2024-07-27,2024-08-02,2024-08-01,297.72,42000,Delivered
PO00052,M02,SUP01,2024-08-25,2024-08-31,2024-08-31,297.72,42000,Delivered
PO00053,M02,SUP01,2024-09-22,2024-09-28,2024-09-26,297.72,42000,Delivered
PO00054,M02,SUP01,2024-10-20,2024-10-26,2024-10-23,297.72,42000,Delivered
PO00055,M02,SUP01,2024-11-17,2024-11-23,2024-11-25,297.72,42000,Delivered
PO00056,M02,SUP01,2024-12-14,2024-12-20,2024-12-21,297.72,42000,Delivered
PO00057,M02,SUP01,2025-01-04,2025-01-10,2025-01-09,297.72,42000,Delivered
PO00058,M02,SUP01,2025-02-01,2025-02-07,2025-02-08,297.72,42000,Delivered
PO00059,M02,SUP01,2025-02-28,2025-03-06,2025-03-07,297.72,42000,Delivered
PO00060,M02,SUP01,2025-03-13,2025-03-19,2025-03-20,297.72,42000,Delivered
PO00061,M02,SUP01,2025-03-20,2025-03-26,2025-03-24,297.72,42000,Delivered
PO00062,M02,SUP01,2025-04-02,2025-04-08,2025-04-06,297.72,42000,Delivered
PO00063,M02,SUP01,2025-04-29,2025-05-05,2025-05-05,297.72,42000,Delivered
PO00064,M02,SUP01,2025-05-26,2025-06-01,2025-06-02,297.72,42000,Delivered
PO00065,M02,SUP01,2025-06-22,2025-06-28,2025-06-29,297.72,42000,Delivered
PO00066,M02,SUP01,2025-07-18,2025-07-24,2025-07-23,297.72,42000,Delivered
PO00067,M02,SUP01,2025-08-14,2025-08-20,2025-08-20,297.72,42000,Delivered
PO00068,M02,SUP01,2025-09-10,2025-09-16,2025-09-16,297.72,42000,Delivered
PO00069,M02,SUP01,2025-10-06,2025-10-12,2025-10-11,297.72,42000,Delivered
PO00070,M02,SUP01,2025-10-31,2025-11-06,2025-11-07,297.72,42000,Delivered
PO00071,M02,SUP01,2025-11-27,2025-12-03,2025-12-04,297.72,42000,Delivered
PO00072,M02,SUP01,2025-12-20,2025-12-26,2025-12-25,297.72,42000,Delivered
PO00073,M03,SUP02,2024-01-02,2024-01-06,2024-01-05,2587.37,45000,Delivered
PO00074,M03,SUP02,2024-01-20,2024-01-24,2024-01-25,2587.37,45000,Delivered
PO00075,M03,SUP02,2024-02-07,2024-02-11,2024-02-12,2587.37,45000,Delivered
PO00076,M03,SUP02,2024-02-24,2024-02-28,2024-02-26,2587.37,45000,Delivered
PO00077,M03,SUP02,2024-03-12,2024-03-16,2024-03-14,2587.37,45000,Delivered
PO00078,M03,SUP02,2024-03-26,2024-03-30,2024-03-29,2587.37,45000,Delivered
PO00079,M03,SUP02,2024-04-12,2024-04-16,2024-04-15,2587.37,45000,Delivered
PO00080,M03,SUP02,2024-04-30,2024-05-04,2024-05-04,2587.37,45000,Delivered
PO00081,M03,SUP02,2024-05-17,2024-05-21,2024-05-21,2587.37,45000,Delivered
PO00082,M03,SUP02,2024-06-04,2024-06-08,2024-06-08,2587.37,45000,Delivered
PO00083,M03,SUP02,2024-06-21,2024-06-25,2024-06-24,2587.37,45000,Delivered
PO00084,M03,SUP02,2024-07-09,2024-07-13,2024-07-12,2587.37,45000,Delivered
PO00085,M03,SUP02,2024-07-26,2024-07-30,2024-07-30,2587.37,45000,Delivered
PO00086,M03,SUP02,2024-08-12,2024-08-16,2024-08-15,2587.37,45000,Delivered
PO00087,M03,SUP02,2024-08-29,2024-09-02,2024-09-01,2587.37,45000,Delivered
PO00088,M03,SUP02,2024-09-15,2024-09-19,2024-09-19,2587.37,45000,Delivered
PO00089,M03,SUP02,2024-10-02,2024-10-06,2024-10-09,2587.37,45000,Delivered
PO00090,M03,SUP02,2024-10-19,2024-10-23,2024-10-22,2587.37,45000,Delivered
PO00091,M03,SUP02,2024-11-05,2024-11-09,2024-11-10,2587.37,45000,Delivered
PO00092,M03,SUP02,2024-11-22,2024-11-26,2024-11-26,2587.37,45000,Delivered
PO00093,M03,SUP02,2024-12-09,2024-12-13,2024-12-13,2587.37,45000,Delivered
PO00094,M03,SUP02,2024-12-25,2024-12-29,2024-12-27,2587.37,45000,Delivered
PO00095,M03,SUP02,2025-01-10,2025-01-14,2025-01-11,2587.37,45000,Delivered
PO00096,M03,SUP02,2025-01-27,2025-01-31,2025-02-01,2587.37,45000,Delivered
PO00097,M03,SUP02,2025-02-13,2025-02-17,2025-02-16,2587.37,45000,Delivered
PO00098,M03,SUP02,2025-03-02,2025-03-06,2025-03-04,2587.37,45000,Delivered
PO00099,M03,SUP02,2025-03-15,2025-03-19,2025-03-17,2587.37,45000,Delivered
PO00100,M03,SUP02,2025-03-29,2025-04-02,2025-04-03,2587.37,45000,Delivered
PO00101,M03,SUP02,2025-04-15,2025-04-19,2025-04-18,2587.37,45000,Delivered
PO00102,M03,SUP02,2025-05-02,2025-05-06,2025-05-04,2587.37,45000,Delivered
PO00103,M03,SUP02,2025-05-18,2025-05-22,2025-05-20,2587.37,45000,Delivered
PO00104,M03,SUP02,2025-06-04,2025-06-08,2025-06-08,2587.37,45000,Delivered
PO00105,M03,SUP02,2025-06-20,2025-06-24,2025-06-24,2587.37,45000,Delivered
PO00106,M03,SUP02,2025-07-06,2025-07-10,2025-07-14,2587.37,45000,Delivered
PO00107,M03,SUP02,2025-07-22,2025-07-26,2025-07-25,2587.37,45000,Delivered
PO00108,M03,SUP02,2025-08-07,2025-08-11,2025-08-12,2587.37,45000,Delivered
PO00109,M03,SUP02,2025-08-23,2025-08-27,2025-08-24,2587.37,45000,Delivered
PO00110,M03,SUP02,2025-09-09,2025-09-13,2025-09-12,2587.37,45000,Delivered
PO00111,M03,SUP02,2025-09-25,2025-09-29,2025-09-29,2587.37,45000,Delivered
PO00112,M03,SUP02,2025-10-10,2025-10-14,2025-10-13,2587.37,45000,Delivered
PO00113,M03,SUP02,2025-10-26,2025-10-30,2025-10-30,2587.37,45000,Delivered
PO00114,M03,SUP02,2025-11-11,2025-11-15,2025-11-15,2587.37,45000,Delivered
PO00115,M03,SUP02,2025-11-27,2025-12-01,2025-12-01,2587.37,45000,Delivered
PO00116,M03,SUP02,2025-12-13,2025-12-17,2025-12-15,2587.37,45000,Delivered
PO00117,M03,SUP02,2025-12-28,2026-01-01,2025-12-30,2587.37,45000,Delivered
PO00118,M04,SUP03,2024-01-08,2024-01-10,2024-01-09,2020.93,6500,Delivered
PO00119,M04,SUP03,2024-01-16,2024-01-18,2024-01-19,2020.93,6500,Delivered
PO00120,M04,SUP03,2024-01-25,2024-01-27,2024-01-26,2020.93,6500,Delivered
PO00121,M04,SUP03,2024-02-01,2024-02-03,2024-02-03,2020.93,6500,Delivered
PO00122,M04,SUP03,2024-02-09,2024-02-11,2024-02-10,2020.93,6500,Delivered
PO00123,M04,SUP03,2024-02-17,2024-02-19,2024-02-20,2020.93,6500,Delivered
PO00124,M04,SUP03,2024-02-25,2024-02-27,2024-02-28,2020.93,6500,Delivered
PO00125,M04,SUP03,2024-03-04,2024-03-06,2024-03-05,2020.93,6500,Delivered
PO00126,M04,SUP03,2024-03-12,2024-03-14,2024-03-16,2020.93,6500,Delivered
PO00127,M04,SUP03,2024-03-20,2024-03-22,2024-03-24,2020.93,6500,Delivered
PO00128,M04,SUP03,2024-03-28,2024-03-30,2024-03-29,2020.93,6500,Delivered
PO00129,M04,SUP03,2024-04-04,2024-04-06,2024-04-05,2020.93,6500,Delivered
PO00130,M04,SUP03,2024-04-12,2024-04-14,2024-04-15,2020.93,6500,Delivered
PO00131,M04,SUP03,2024-04-20,2024-04-22,2024-04-21,2020.93,6500,Delivered
PO00132,M04,SUP03,2024-04-28,2024-04-30,2024-04-30,2020.93,6500,Delivered
PO00133,M04,SUP03,2024-05-06,2024-05-08,2024-05-07,2020.93,6500,Delivered
PO00134,M04,SUP03,2024-05-14,2024-05-16,2024-05-15,2020.93,6500,Delivered
PO00135,M04,SUP03,2024-05-22,2024-05-24,2024-05-28,2020.93,6500,Delivered
PO00136,M04,SUP03,2024-05-30,2024-06-01,2024-05-31,2020.93,6500,Delivered
PO00137,M04,SUP03,2024-06-06,2024-06-08,2024-06-09,2020.93,6500,Delivered
PO00138,M04,SUP03,2024-06-14,2024-06-16,2024-06-16,2020.93,6500,Delivered
PO00139,M04,SUP03,2024-06-22,2024-06-24,2024-06-26,2020.93,6500,Delivered
PO00140,M04,SUP03,2024-06-30,2024-07-02,2024-07-03,2020.93,6500,Delivered
PO00141,M04,SUP03,2024-07-08,2024-07-10,2024-07-11,2020.93,6500,Delivered
PO00142,M04,SUP03,2024-07-16,2024-07-18,2024-07-17,2020.93,6500,Delivered
PO00143,M04,SUP03,2024-07-23,2024-07-25,2024-07-24,2020.93,6500,Delivered
PO00144,M04,SUP03,2024-07-31,2024-08-02,2024-08-01,2020.93,6500,Delivered
PO00145,M04,SUP03,2024-08-08,2024-08-10,2024-08-12,2020.93,6500,Delivered
PO00146,M04,SUP03,2024-08-16,2024-08-18,2024-08-17,2020.93,6500,Delivered
PO00147,M04,SUP03,2024-08-23,2024-08-25,2024-08-25,2020.93,6500,Delivered
PO00148,M04,SUP03,2024-08-30,2024-09-01,2024-08-31,2020.93,6500,Delivered
PO00149,M04,SUP03,2024-09-07,2024-09-09,2024-09-09,2020.93,6500,Delivered
PO00150,M04,SUP03,2024-09-14,2024-09-16,2024-09-15,2020.93,6500,Delivered
PO00151,M04,SUP03,2024-09-22,2024-09-24,2024-09-23,2020.93,6500,Delivered
PO00152,M04,SUP03,2024-09-29,2024-10-01,2024-09-30,2020.93,6500,Delivered
PO00153,M04,SUP03,2024-10-07,2024-10-09,2024-10-10,2020.93,6500,Delivered
PO00154,M04,SUP03,2024-10-15,2024-10-17,2024-10-18,2020.93,6500,Delivered
PO00155,M04,SUP03,2024-10-22,2024-10-24,2024-10-25,2020.93,6500,Delivered
PO00156,M04,SUP03,2024-10-30,2024-11-01,2024-11-01,2020.93,6500,Delivered
PO00157,M04,SUP03,2024-11-07,2024-11-09,2024-11-09,2020.93,6500,Delivered
PO00158,M04,SUP03,2024-11-14,2024-11-16,2024-11-16,2020.93,6500,Delivered
PO00159,M04,SUP03,2024-11-22,2024-11-24,2024-11-23,2020.93,6500,Delivered
PO00160,M04,SUP03,2024-11-29,2024-12-01,2024-11-30,2020.93,6500,Delivered
PO00161,M04,SUP03,2024-12-06,2024-12-08,2024-12-07,2020.93,6500,Delivered
PO00162,M04,SUP03,2024-12-14,2024-12-16,2024-12-16,2020.93,6500,Delivered
PO00163,M04,SUP03,2024-12-21,2024-12-23,2024-12-22,2020.93,6500,Delivered
PO00164,M04,SUP03,2024-12-29,2024-12-31,2024-12-30,2020.93,6500,Delivered
PO00165,M04,SUP03,2025-01-05,2025-01-07,2025-01-06,2020.93,6500,Delivered
PO00166,M04,SUP03,2025-01-13,2025-01-15,2025-01-18,2020.93,6500,Delivered
PO00167,M04,SUP03,2025-01-21,2025-01-23,2025-01-22,2020.93,6500,Delivered
PO00168,M04,SUP03,2025-01-28,2025-01-30,2025-01-30,2020.93,6500,Delivered
PO00169,M04,SUP03,2025-02-05,2025-02-07,2025-02-06,2020.93,6500,Delivered
PO00170,M04,SUP03,2025-02-12,2025-02-14,2025-02-15,2020.93,6500,Delivered
PO00171,M04,SUP03,2025-02-19,2025-02-21,2025-02-24,2020.93,6500,Delivered
PO00172,M04,SUP03,2025-02-27,2025-03-01,2025-03-01,2020.93,6500,Delivered
PO00173,M04,SUP03,2025-03-06,2025-03-08,2025-03-10,2020.93,6500,Delivered
PO00174,M04,SUP03,2025-03-13,2025-03-15,2025-03-14,2020.93,6500,Delivered
PO00175,M04,SUP03,2025-03-21,2025-03-23,2025-03-22,2020.93,6500,Delivered
PO00176,M04,SUP03,2025-03-28,2025-03-30,2025-03-29,2020.93,6500,Delivered
PO00177,M04,SUP03,2025-04-04,2025-04-06,2025-04-07,2020.93,6500,Delivered
PO00178,M04,SUP03,2025-04-12,2025-04-14,2025-04-13,2020.93,6500,Delivered
PO00179,M04,SUP03,2025-04-19,2025-04-21,2025-04-20,2020.93,6500,Delivered
PO00180,M04,SUP03,2025-04-27,2025-04-29,2025-04-30,2020.93,6500,Delivered
PO00181,M04,SUP03,2025-05-04,2025-05-06,2025-05-07,2020.93,6500,Delivered
PO00182,M04,SUP03,2025-05-11,2025-05-13,2025-05-14,2020.93,6500,Delivered
PO00183,M04,SUP03,2025-05-19,2025-05-21,2025-05-20,2020.93,6500,Delivered
PO00184,M04,SUP03,2025-05-26,2025-05-28,2025-05-27,2020.93,6500,Delivered
PO00185,M04,SUP03,2025-06-03,2025-06-05,2025-06-06,2020.93,6500,Delivered
PO00186,M04,SUP03,2025-06-10,2025-06-12,2025-06-12,2020.93,6500,Delivered
PO00187,M04,SUP03,2025-06-17,2025-06-19,2025-06-18,2020.93,6500,Delivered
PO00188,M04,SUP03,2025-06-25,2025-06-27,2025-06-26,2020.93,6500,Delivered
PO00189,M04,SUP03,2025-07-02,2025-07-04,2025-07-08,2020.93,6500,Delivered
PO00190,M04,SUP03,2025-07-09,2025-07-11,2025-07-12,2020.93,6500,Delivered
PO00191,M04,SUP03,2025-07-17,2025-07-19,2025-07-18,2020.93,6500,Delivered
PO00192,M04,SUP03,2025-07-24,2025-07-26,2025-07-26,2020.93,6500,Delivered
PO00193,M04,SUP03,2025-07-31,2025-08-02,2025-08-01,2020.93,6500,Delivered
PO00194,M04,SUP03,2025-08-07,2025-08-09,2025-08-09,2020.93,6500,Delivered
PO00195,M04,SUP03,2025-08-15,2025-08-17,2025-08-18,2020.93,6500,Delivered
PO00196,M04,SUP03,2025-08-22,2025-08-24,2025-08-23,2020.93,6500,Delivered
PO00197,M04,SUP03,2025-08-29,2025-08-31,2025-08-30,2020.93,6500,Delivered
PO00198,M04,SUP03,2025-09-05,2025-09-07,2025-09-06,2020.93,6500,Delivered
PO00199,M04,SUP03,2025-09-12,2025-09-14,2025-09-14,2020.93,6500,Delivered
PO00200,M04,SUP03,2025-09-20,2025-09-22,2025-09-22,2020.93,6500,Delivered
PO00201,M04,SUP03,2025-09-27,2025-09-29,2025-09-28,2020.93,6500,Delivered
PO00202,M04,SUP03,2025-10-04,2025-10-06,2025-10-09,2020.93,6500,Delivered
PO00203,M04,SUP03,2025-10-11,2025-10-13,2025-10-13,2020.93,6500,Delivered
PO00204,M04,SUP03,2025-10-19,2025-10-21,2025-10-21,2020.93,6500,Delivered
PO00205,M04,SUP03,2025-10-26,2025-10-28,2025-10-27,2020.93,6500,Delivered
PO00206,M04,SUP03,2025-11-02,2025-11-04,2025-11-03,2020.93,6500,Delivered
PO00207,M04,SUP03,2025-11-09,2025-11-11,2025-11-13,2020.93,6500,Delivered
PO00208,M04,SUP03,2025-11-15,2025-11-17,2025-11-18,2020.93,6500,Delivered
PO00209,M04,SUP03,2025-11-22,2025-11-24,2025-11-24,2020.93,6500,Delivered
PO00210,M04,SUP03,2025-11-30,2025-12-02,2025-12-02,2020.93,6500,Delivered
PO00211,M04,SUP03,2025-12-07,2025-12-09,2025-12-10,2020.93,6500,Delivered
PO00212,M04,SUP03,2025-12-14,2025-12-16,2025-12-16,2020.93,6500,Delivered
PO00213,M04,SUP03,2025-12-21,2025-12-23,2025-12-23,2020.93,6500,Delivered
PO00214,M04,SUP03,2025-12-28,2025-12-30,2025-12-29,2020.93,6500,Delivered
PO00215,M05,SUP03,2024-01-05,2024-01-08,2024-01-09,1297.03,210000,Delivered
PO00216,M05,SUP03,2024-01-18,2024-01-21,2024-01-21,1297.03,210000,Delivered
PO00217,M05,SUP03,2024-01-31,2024-02-03,2024-02-04,1297.03,210000,Delivered
PO00218,M05,SUP03,2024-02-13,2024-02-16,2024-02-15,1297.03,210000,Delivered
PO00219,M05,SUP03,2024-02-27,2024-03-01,2024-02-29,1297.03,210000,Delivered
PO00220,M05,SUP03,2024-03-09,2024-03-12,2024-03-14,1297.03,210000,Delivered
PO00221,M05,SUP03,2024-03-17,2024-03-20,2024-03-18,1297.03,210000,Delivered
PO00222,M05,SUP03,2024-03-28,2024-03-31,2024-04-01,1297.03,210000,Delivered
PO00223,M05,SUP03,2024-04-10,2024-04-13,2024-04-13,1297.03,210000,Delivered
PO00224,M05,SUP03,2024-04-23,2024-04-26,2024-04-29,1297.03,210000,Delivered
PO00225,M05,SUP03,2024-05-06,2024-05-09,2024-05-08,1297.03,210000,Delivered
PO00226,M05,SUP03,2024-05-19,2024-05-22,2024-05-22,1297.03,210000,Delivered
PO00227,M05,SUP03,2024-06-01,2024-06-04,2024-06-04,1297.03,210000,Delivered
PO00228,M05,SUP03,2024-06-14,2024-06-17,2024-06-15,1297.03,210000,Delivered
PO00229,M05,SUP03,2024-06-26,2024-06-29,2024-06-29,1297.03,210000,Delivered
PO00230,M05,SUP03,2024-07-09,2024-07-12,2024-07-11,1297.03,210000,Delivered
PO00231,M05,SUP03,2024-07-22,2024-07-25,2024-07-24,1297.03,210000,Delivered
PO00232,M05,SUP03,2024-08-03,2024-08-06,2024-08-05,1297.03,210000,Delivered
PO00233,M05,SUP03,2024-08-16,2024-08-19,2024-08-21,1297.03,210000,Delivered
PO00234,M05,SUP03,2024-08-28,2024-08-31,2024-09-01,1297.03,210000,Delivered
PO00235,M05,SUP03,2024-09-10,2024-09-13,2024-09-11,1297.03,210000,Delivered
PO00236,M05,SUP03,2024-09-22,2024-09-25,2024-09-24,1297.03,210000,Delivered
PO00237,M05,SUP03,2024-10-04,2024-10-07,2024-10-07,1297.03,210000,Delivered
PO00238,M05,SUP03,2024-10-17,2024-10-20,2024-10-18,1297.03,210000,Delivered
PO00239,M05,SUP03,2024-10-30,2024-11-02,2024-11-01,1297.03,210000,Delivered
PO00240,M05,SUP03,2024-11-11,2024-11-14,2024-11-13,1297.03,210000,Delivered
PO00241,M05,SUP03,2024-11-23,2024-11-26,2024-11-25,1297.03,210000,Delivered
PO00242,M05,SUP03,2024-12-06,2024-12-09,2024-12-08,1297.03,210000,Delivered
PO00243,M05,SUP03,2024-12-18,2024-12-21,2024-12-19,1297.03,210000,Delivered
PO00244,M05,SUP03,2024-12-29,2025-01-01,2024-12-30,1297.03,210000,Delivered
PO00245,M05,SUP03,2025-01-11,2025-01-14,2025-01-14,1297.03,210000,Delivered
PO00246,M05,SUP03,2025-01-23,2025-01-26,2025-01-25,1297.03,210000,Delivered
PO00247,M05,SUP03,2025-02-04,2025-02-07,2025-02-08,1297.03,210000,Delivered
PO00248,M05,SUP03,2025-02-16,2025-02-19,2025-02-20,1297.03,210000,Delivered
PO00249,M05,SUP03,2025-03-01,2025-03-04,2025-03-04,1297.03,210000,Delivered
PO00250,M05,SUP03,2025-03-11,2025-03-14,2025-03-19,1297.03,210000,Delivered
PO00251,M05,SUP03,2025-03-19,2025-03-22,2025-03-22,1297.03,210000,Delivered
PO00252,M05,SUP03,2025-03-28,2025-03-31,2025-03-29,1297.03,210000,Delivered
PO00253,M05,SUP03,2025-04-10,2025-04-13,2025-04-12,1297.03,210000,Delivered
PO00254,M05,SUP03,2025-04-22,2025-04-25,2025-04-25,1297.03,210000,Delivered
PO00255,M05,SUP03,2025-05-04,2025-05-07,2025-05-07,1297.03,210000,Delivered
PO00256,M05,SUP03,2025-05-16,2025-05-19,2025-05-18,1297.03,210000,Delivered
PO00257,M05,SUP03,2025-05-28,2025-05-31,2025-06-01,1297.03,210000,Delivered
PO00258,M05,SUP03,2025-06-09,2025-06-12,2025-06-12,1297.03,210000,Delivered
PO00259,M05,SUP03,2025-06-21,2025-06-24,2025-06-22,1297.03,210000,Delivered
PO00260,M05,SUP03,2025-07-03,2025-07-06,2025-07-05,1297.03,210000,Delivered
PO00261,M05,SUP03,2025-07-15,2025-07-18,2025-07-16,1297.03,210000,Delivered
PO00262,M05,SUP03,2025-07-27,2025-07-30,2025-07-30,1297.03,210000,Delivered
PO00263,M05,SUP03,2025-08-08,2025-08-11,2025-08-12,1297.03,210000,Delivered
PO00264,M05,SUP03,2025-08-20,2025-08-23,2025-08-22,1297.03,210000,Delivered
PO00265,M05,SUP03,2025-08-31,2025-09-03,2025-09-04,1297.03,210000,Delivered
PO00266,M05,SUP03,2025-09-12,2025-09-15,2025-09-15,1297.03,210000,Delivered
PO00267,M05,SUP03,2025-09-24,2025-09-27,2025-09-25,1297.03,210000,Delivered
PO00268,M05,SUP03,2025-10-06,2025-10-09,2025-10-09,1297.03,210000,Delivered
PO00269,M05,SUP03,2025-10-17,2025-10-20,2025-10-20,1297.03,210000,Delivered
PO00270,M05,SUP03,2025-10-29,2025-11-01,2025-10-31,1297.03,210000,Delivered
PO00271,M05,SUP03,2025-11-10,2025-11-13,2025-11-11,1297.03,210000,Delivered
PO00272,M05,SUP03,2025-11-21,2025-11-24,2025-11-24,1297.03,210000,Delivered
PO00273,M05,SUP03,2025-12-03,2025-12-06,2025-12-06,1297.03,210000,Delivered
PO00274,M05,SUP03,2025-12-15,2025-12-18,2025-12-20,1297.03,210000,Delivered
PO00275,M05,SUP03,2025-12-25,2025-12-28,2025-12-28,1297.03,210000,Delivered
PO00276,M06,SUP03,2024-01-02,2024-01-06,2024-01-06,154.16,165000,Delivered
PO00277,M06,SUP03,2024-01-19,2024-01-23,2024-01-24,154.16,165000,Delivered
PO00278,M06,SUP03,2024-02-06,2024-02-10,2024-02-10,154.16,165000,Delivered
PO00279,M06,SUP03,2024-02-23,2024-02-27,2024-02-28,154.16,165000,Delivered
PO00280,M06,SUP03,2024-03-11,2024-03-15,2024-03-15,154.16,165000,Delivered
PO00281,M06,SUP03,2024-03-29,2024-04-02,2024-04-01,154.16,165000,Delivered
PO00282,M06,SUP03,2024-04-15,2024-04-19,2024-04-21,154.16,165000,Delivered
PO00283,M06,SUP03,2024-05-03,2024-05-07,2024-05-08,154.16,165000,Delivered
PO00284,M06,SUP03,2024-05-19,2024-05-23,2024-05-21,154.16,165000,Delivered
PO00285,M06,SUP03,2024-06-06,2024-06-10,2024-06-12,154.16,165000,Delivered
PO00286,M06,SUP03,2024-06-23,2024-06-27,2024-06-24,154.16,165000,Delivered
PO00287,M06,SUP03,2024-07-10,2024-07-14,2024-07-13,154.16,165000,Delivered
PO00288,M06,SUP03,2024-07-27,2024-07-31,2024-08-01,154.16,165000,Delivered
PO00289,M06,SUP03,2024-08-13,2024-08-17,2024-08-16,154.16,165000,Delivered
PO00290,M06,SUP03,2024-08-30,2024-09-03,2024-09-05,154.16,165000,Delivered
PO00291,M06,SUP03,2024-09-15,2024-09-19,2024-09-20,154.16,165000,Delivered
PO00292,M06,SUP03,2024-10-01,2024-10-05,2024-10-05,154.16,165000,Delivered
PO00293,M06,SUP03,2024-10-18,2024-10-22,2024-10-21,154.16,165000,Delivered
PO00294,M06,SUP03,2024-11-03,2024-11-07,2024-11-09,154.16,165000,Delivered
PO00295,M06,SUP03,2024-11-21,2024-11-25,2024-11-24,154.16,165000,Delivered
PO00296,M06,SUP03,2024-12-07,2024-12-11,2024-12-09,154.16,165000,Delivered
