date,material_id,transaction_type,quantity
2024-03-09,M01,Consumption,-276.38
2024-03-09,M01,OnHandSnapshot,4793.54
2024-03-10,M01,Consumption,-298.69
2024-03-10,M01,OnHandSnapshot,4494.85
2024-03-11,M01,Consumption,-314.15
2024-03-11,M01,OnHandSnapshot,4180.71
2024-03-12,M01,Consumption,-316.71
2024-03-12,M01,OnHandSnapshot,3864.0
2024-03-13,M01,Consumption,-324.96
2024-03-13,M01,OnHandSnapshot,3539.03
2024-03-14,M01,Consumption,-404.9
2024-03-14,M01,OnHandSnapshot,3134.14
2024-03-15,M01,Consumption,-469.62
2024-03-15,M01,OnHandSnapshot,2664.52
2024-03-16,M01,Consumption,-341.76
2024-03-16,M01,OnHandSnapshot,2322.76
2024-03-17,M01,Consumption,-361.51
2024-03-17,M01,OnHandSnapshot,1961.26
2024-03-18,M01,Consumption,-368.25
2024-03-18,M01,OnHandSnapshot,1593.0
2024-03-19,M01,Consumption,-396.33
2024-03-19,M01,OnHandSnapshot,1196.68
2024-03-20,M01,Receipt,4418.3
2024-03-20,M01,Consumption,-370.89
2024-03-20,M01,OnHandSnapshot,5244.09
2024-03-21,M01,Consumption,-262.4
2024-03-21,M01,OnHandSnapshot,4981.68
2024-03-22,M01,Consumption,-288.79
2024-03-22,M01,OnHandSnapshot,4692.89
2024-03-23,M01,Consumption,-203.79
2024-03-23,M01,OnHandSnapshot,4489.1
2024-03-24,M01,Consumption,-222.55
2024-03-24,M01,OnHandSnapshot,4266.55
2024-03-25,M01,Consumption,-213.37
2024-03-25,M01,OnHandSnapshot,4053.19
2024-03-26,M01,Consumption,-224.51
2024-03-26,M01,OnHandSnapshot,3828.67
2024-03-27,M01,Consumption,-215.03
2024-03-27,M01,OnHandSnapshot,3613.64
2024-03-28,M01,Consumption,-243.32
2024-03-28,M01,OnHandSnapshot,3370.32
2024-03-29,M01,Consumption,-300.14
2024-03-29,M01,OnHandSnapshot,3070.18
2024-03-30,M01,Consumption,-198.81
2024-03-30,M01,OnHandSnapshot,2871.38
2024-03-31,M01,Consumption,-229.27
2024-03-31,M01,OnHandSnapshot,2642.1
2024-04-01,M01,Consumption,-220.95
2024-04-01,M01,OnHandSnapshot,2421.16
2024-04-02,M01,Consumption,-212.22
2024-04-02,M01,OnHandSnapshot,2208.94
2024-04-03,M01,Consumption,-207.04
2024-04-03,M01,OnHandSnapshot,2001.9
2024-04-04,M01,Receipt,4418.3
2024-04-04,M01,Consumption,-248.11
2024-04-04,M01,OnHandSnapshot,6172.09
2024-04-05,M01,Consumption,-304.67
2024-04-05,M01,OnHandSnapshot,5867.42
2024-04-06,M01,Consumption,-203.48
2024-04-06,M01,OnHandSnapshot,5663.93
2024-04-07,M01,Consumption,-221.62
2024-04-07,M01,OnHandSnapshot,5442.31
2024-04-08,M01,Consumption,-210.7
2024-04-08,M01,OnHandSnapshot,5231.61
2024-04-09,M01,Consumption,-214.02
2024-04-09,M01,OnHandSnapshot,5017.59
2024-04-10,M01,Consumption,-224.24
2024-04-10,M01,OnHandSnapshot,4793.35
2024-04-11,M01,Consumption,-245.72
2024-04-11,M01,OnHandSnapshot,4547.64
2024-04-12,M01,Consumption,-293.54
2024-04-12,M01,OnHandSnapshot,4254.1
2024-04-13,M01,Consumption,-204.77
2024-04-13,M01,OnHandSnapshot,4049.33
2024-04-14,M01,Consumption,-206.44
2024-04-14,M01,OnHandSnapshot,3842.89
2024-04-15,M01,Consumption,-204.2
2024-04-15,M01,OnHandSnapshot,3638.69
2024-04-16,M01,Consumption,-208.34
2024-04-16,M01,OnHandSnapshot,3430.35
2024-04-17,M01,Consumption,-215.5
2024-04-17,M01,OnHandSnapshot,3214.85
2024-04-18,M01,Consumption,-251.92
2024-04-18,M01,OnHandSnapshot,2962.93
2024-04-19,M01,Consumption,-289.37
2024-04-19,M01,OnHandSnapshot,2673.56
2024-04-20,M01,Consumption,-199.25
2024-04-20,M01,OnHandSnapshot,2474.31
2024-04-21,M01,Consumption,-229.1
2024-04-21,M01,OnHandSnapshot,2245.22
2024-04-22,M01,Consumption,-220.25
2024-04-22,M01,OnHandSnapshot,2024.96
2024-04-23,M01,Receipt,4418.3
2024-04-23,M01,Consumption,-208.57
2024-04-23,M01,OnHandSnapshot,6234.69
2024-04-24,M01,Consumption,-213.83
2024-04-24,M01,OnHandSnapshot,6020.86
2024-04-25,M01,Consumption,-247.17
2024-04-25,M01,OnHandSnapshot,5773.69
2024-04-26,M01,Consumption,-291.23
2024-04-26,M01,OnHandSnapshot,5482.45
2024-04-27,M01,Consumption,-197.22
2024-04-27,M01,OnHandSnapshot,5285.23
2024-04-28,M01,Consumption,-204.08
2024-04-28,M01,OnHandSnapshot,5081.16
2024-04-29,M01,Consumption,-214.12
2024-04-29,M01,OnHandSnapshot,4867.04
2024-04-30,M01,Consumption,-212.91
2024-04-30,M01,OnHandSnapshot,4654.13
2024-05-01,M01,Consumption,-204.54
2024-05-01,M01,OnHandSnapshot,4449.59
2024-05-02,M01,Consumption,-241.12
2024-05-02,M01,OnHandSnapshot,4208.47
2024-05-03,M01,Consumption,-271.18
2024-05-03,M01,OnHandSnapshot,3937.29
2024-05-04,M01,Consumption,-211.75
2024-05-04,M01,OnHandSnapshot,3725.55
2024-05-05,M01,Consumption,-215.45
2024-05-05,M01,OnHandSnapshot,3510.09
2024-05-06,M01,Consumption,-209.47
2024-05-06,M01,OnHandSnapshot,3300.62
2024-05-07,M01,Consumption,-233.33
2024-05-07,M01,OnHandSnapshot,3067.3
2024-05-08,M01,Consumption,-208.84
2024-05-08,M01,OnHandSnapshot,2858.46
2024-05-09,M01,Consumption,-241.8
2024-05-09,M01,OnHandSnapshot,2616.66
2024-05-10,M01,Consumption,-286.16
2024-05-10,M01,OnHandSnapshot,2330.5
2024-05-11,M01,Consumption,-203.5
2024-05-11,M01,OnHandSnapshot,2127.0
2024-05-12,M01,Consumption,-213.62
2024-05-12,M01,OnHandSnapshot,1913.38
2024-05-13,M01,Consumption,-210.52
2024-05-13,M01,OnHandSnapshot,1702.86
2024-05-14,M01,Consumption,-212.26
2024-05-14,M01,OnHandSnapshot,1490.6
2024-05-15,M01,Consumption,-227.62
2024-05-15,M01,OnHandSnapshot,1262.99
2024-05-16,M01,Consumption,-248.99
2024-05-16,M01,OnHandSnapshot,1014.0
2024-05-17,M01,Receipt,4418.3
2024-05-17,M01,Consumption,-282.08
2024-05-17,M01,OnHandSnapshot,5150.22
2024-05-18,M01,Consumption,-207.22
2024-05-18,M01,OnHandSnapshot,4943.0
2024-05-19,M01,Consumption,-220.32
2024-05-19,M01,OnHandSnapshot,4722.68
2024-05-20,M01,Consumption,-205.69
2024-05-20,M01,OnHandSnapshot,4516.99
2024-05-21,M01,Consumption,-228.06
2024-05-21,M01,OnHandSnapshot,4288.93
2024-05-22,M01,Consumption,-205.15
2024-05-22,M01,OnHandSnapshot,4083.78
2024-05-23,M01,Consumption,-230.53
2024-05-23,M01,OnHandSnapshot,3853.25
2024-05-24,M01,Consumption,-289.2
2024-05-24,M01,OnHandSnapshot,3564.06
2024-05-25,M01,Consumption,-203.48
2024-05-25,M01,OnHandSnapshot,3360.57
2024-05-26,M01,Consumption,-202.32
2024-05-26,M01,OnHandSnapshot,3158.25
2024-05-27,M01,Consumption,-214.41
2024-05-27,M01,OnHandSnapshot,2943.84
2024-05-28,M01,Consumption,-220.09
2024-05-28,M01,OnHandSnapshot,2723.76
2024-05-29,M01,Consumption,-212.66
2024-05-29,M01,OnHandSnapshot,2511.1
2024-05-30,M01,Consumption,-244.02
2024-05-30,M01,OnHandSnapshot,2267.08
2024-05-31,M01,Consumption,-288.45
2024-05-31,M01,OnHandSnapshot,1978.63
2024-06-01,M01,Receipt,4418.3
2024-06-01,M01,Consumption,-205.96
2024-06-01,M01,OnHandSnapshot,6190.98
2024-06-02,M01,Consumption,-225.46
2024-06-02,M01,OnHandSnapshot,5965.52
2024-06-03,M01,Consumption,-212.75
2024-06-03,M01,OnHandSnapshot,5752.77
2024-06-04,M01,Consumption,-201.99
2024-06-04,M01,OnHandSnapshot,5550.79
2024-06-05,M01,Consumption,-224.49
2024-06-05,M01,OnHandSnapshot,5326.3
2024-06-06,M01,Consumption,-251.4
2024-06-06,M01,OnHandSnapshot,5074.9
2024-06-07,M01,Consumption,-290.9
2024-06-07,M01,OnHandSnapshot,4784.0
2024-06-08,M01,Consumption,-206.35
2024-06-08,M01,OnHandSnapshot,4577.65
2024-06-09,M01,Consumption,-217.25
2024-06-09,M01,OnHandSnapshot,4360.4
2024-06-10,M01,Consumption,-219.3
2024-06-10,M01,OnHandSnapshot,4141.09
2024-06-11,M01,Consumption,-213.89
2024-06-11,M01,OnHandSnapshot,3927.2
2024-06-12,M01,Consumption,-217.77
2024-06-12,M01,OnHandSnapshot,3709.43
2024-06-13,M01,Consumption,-254.9
2024-06-13,M01,OnHandSnapshot,3454.53
2024-06-14,M01,Consumption,-288.37
2024-06-14,M01,OnHandSnapshot,3166.16
2024-06-15,M01,Consumption,-195.45
2024-06-15,M01,OnHandSnapshot,2970.71
2024-06-16,M01,Consumption,-221.79
2024-06-16,M01,OnHandSnapshot,2748.92
2024-06-17,M01,Consumption,-208.1
2024-06-17,M01,OnHandSnapshot,2540.82
2024-06-18,M01,Consumption,-216.57
2024-06-18,M01,OnHandSnapshot,2324.25
2024-06-19,M01,Consumption,-210.94
2024-06-19,M01,OnHandSnapshot,2113.31
2024-06-20,M01,Consumption,-251.54
2024-06-20,M01,OnHandSnapshot,1861.77
2024-06-21,M01,Receipt,4418.3
2024-06-21,M01,Consumption,-295.69
2024-06-21,M01,OnHandSnapshot,5984.38
2024-06-22,M01,Consumption,-205.85
2024-06-22,M01,OnHandSnapshot,5778.53
2024-06-23,M01,Consumption,-215.26
2024-06-23,M01,OnHandSnapshot,5563.27
2024-06-24,M01,Consumption,-214.16
2024-06-24,M01,OnHandSnapshot,5349.11
2024-06-25,M01,Consumption,-212.77
2024-06-25,M01,OnHandSnapshot,5136.34
2024-06-26,M01,Consumption,-208.1
2024-06-26,M01,OnHandSnapshot,4928.25
2024-06-27,M01,Consumption,-244.75
2024-06-27,M01,OnHandSnapshot,4683.5
2024-06-28,M01,Consumption,-294.48
2024-06-28,M01,OnHandSnapshot,4389.02
2024-06-29,M01,Consumption,-218.95
2024-06-29,M01,OnHandSnapshot,4170.07
2024-06-30,M01,Consumption,-223.8
2024-06-30,M01,OnHandSnapshot,3946.27
2024-07-01,M01,Consumption,-203.45
2024-07-01,M01,OnHandSnapshot,3742.82
2024-07-02,M01,Consumption,-207.57
2024-07-02,M01,OnHandSnapshot,3535.25
2024-07-03,M01,Consumption,-214.69
2024-07-03,M01,OnHandSnapshot,3320.56
2024-07-04,M01,Consumption,-257.59
2024-07-04,M01,OnHandSnapshot,3062.97
2024-07-05,M01,Consumption,-278.64
2024-07-05,M01,OnHandSnapshot,2784.32
2024-07-06,M01,Consumption,-195.24
2024-07-06,M01,OnHandSnapshot,2589.09
2024-07-07,M01,Consumption,-212.2
2024-07-07,M01,OnHandSnapshot,2376.89
2024-07-08,M01,Receipt,4418.3
2024-07-08,M01,Consumption,-227.79
2024-07-08,M01,OnHandSnapshot,6567.4
2024-07-09,M01,Consumption,-214.62
2024-07-09,M01,OnHandSnapshot,6352.78
2024-07-10,M01,Consumption,-236.01
2024-07-10,M01,OnHandSnapshot,6116.78
2024-07-11,M01,Consumption,-262.69
2024-07-11,M01,OnHandSnapshot,5854.09
2024-07-12,M01,Consumption,-297.28
2024-07-12,M01,OnHandSnapshot,5556.81
2024-07-13,M01,Consumption,-224.28
2024-07-13,M01,OnHandSnapshot,5332.53
2024-07-14,M01,Consumption,-212.21
2024-07-14,M01,OnHandSnapshot,5120.33
2024-07-15,M01,Consumption,-217.11
2024-07-15,M01,OnHandSnapshot,4903.21
2024-07-16,M01,Consumption,-213.76
2024-07-16,M01,OnHandSnapshot,4689.45
2024-07-17,M01,Consumption,-224.07
2024-07-17,M01,OnHandSnapshot,4465.38
2024-07-18,M01,Consumption,-258.55
2024-07-18,M01,OnHandSnapshot,4206.82
2024-07-19,M01,Consumption,-314.85
2024-07-19,M01,OnHandSnapshot,3891.97
2024-07-20,M01,Consumption,-207.13
2024-07-20,M01,OnHandSnapshot,3684.85
2024-07-21,M01,Consumption,-218.98
2024-07-21,M01,OnHandSnapshot,3465.87
2024-07-22,M01,Consumption,-217.54
2024-07-22,M01,OnHandSnapshot,3248.33
2024-07-23,M01,Consumption,-216.96
2024-07-23,M01,OnHandSnapshot,3031.37
2024-07-24,M01,Consumption,-220.14
2024-07-24,M01,OnHandSnapshot,2811.24
2024-07-25,M01,Consumption,-245.48
2024-07-25,M01,OnHandSnapshot,2565.75
2024-07-26,M01,Consumption,-279.33
2024-07-26,M01,OnHandSnapshot,2286.42
2024-07-27,M01,Consumption,-210.66
2024-07-27,M01,OnHandSnapshot,2075.76
2024-07-28,M01,Consumption,-216.04
2024-07-28,M01,OnHandSnapshot,1859.72
2024-07-29,M01,Receipt,4418.3
2024-07-29,M01,Consumption,-215.03
2024-07-29,M01,OnHandSnapshot,6062.99
2024-07-30,M01,Consumption,-225.92
2024-07-30,M01,OnHandSnapshot,5837.07
2024-07-31,M01,Consumption,-214.84
2024-07-31,M01,OnHandSnapshot,5622.23
2024-08-01,M01,Consumption,-255.9
2024-08-01,M01,OnHandSnapshot,5366.34
2024-08-02,M01,Consumption,-296.62
2024-08-02,M01,OnHandSnapshot,5069.72
2024-08-03,M01,Consumption,-217.01
2024-08-03,M01,OnHandSnapshot,4852.71
2024-08-04,M01,Consumption,-217.37
2024-08-04,M01,OnHandSnapshot,4635.34
2024-08-05,M01,Consumption,-219.91
2024-08-05,M01,OnHandSnapshot,4415.43
2024-08-06,M01,Consumption,-213.55
2024-08-06,M01,OnHandSnapshot,4201.88
2024-08-07,M01,Consumption,-209.6
2024-08-07,M01,OnHandSnapshot,3992.28
2024-08-08,M01,Consumption,-247.29
2024-08-08,M01,OnHandSnapshot,3744.99
2024-08-09,M01,Consumption,-287.55
2024-08-09,M01,OnHandSnapshot,3457.44
2024-08-10,M01,Consumption,-203.57
2024-08-10,M01,OnHandSnapshot,3253.87
2024-08-11,M01,Consumption,-232.07
2024-08-11,M01,OnHandSnapshot,3021.8
2024-08-12,M01,Consumption,-220.74
2024-08-12,M01,OnHandSnapshot,2801.05
2024-08-13,M01,Consumption,-217.58
2024-08-13,M01,OnHandSnapshot,2583.47
2024-08-14,M01,Consumption,-218.85
2024-08-14,M01,OnHandSnapshot,2364.63
2024-08-15,M01,Consumption,-254.38
2024-08-15,M01,OnHandSnapshot,2110.25
2024-08-16,M01,Consumption,-296.18
2024-08-16,M01,OnHandSnapshot,1814.07
2024-08-17,M01,Receipt,4418.3
2024-08-17,M01,Consumption,-218.59
2024-08-17,M01,OnHandSnapshot,6013.78
2024-08-18,M01,Consumption,-219.15
2024-08-18,M01,OnHandSnapshot,5794.63
2024-08-19,M01,Consumption,-220.44
2024-08-19,M01,OnHandSnapshot,5574.19
2024-08-20,M01,Consumption,-235.18
2024-08-20,M01,OnHandSnapshot,5339.02
2024-08-21,M01,Consumption,-228.62
2024-08-21,M01,OnHandSnapshot,5110.4
2024-08-22,M01,Consumption,-258.34
2024-08-22,M01,OnHandSnapshot,4852.06
2024-08-23,M01,Consumption,-294.7
2024-08-23,M01,OnHandSnapshot,4557.36
2024-08-24,M01,Consumption,-217.38
2024-08-24,M01,OnHandSnapshot,4339.99
2024-08-25,M01,Consumption,-233.3
2024-08-25,M01,OnHandSnapshot,4106.69
2024-08-26,M01,Consumption,-233.3
2024-08-26,M01,OnHandSnapshot,3873.39
2024-08-27,M01,Consumption,-222.79
2024-08-27,M01,OnHandSnapshot,3650.6
2024-08-28,M01,Consumption,-222.88
2024-08-28,M01,OnHandSnapshot,3427.72
2024-08-29,M01,Consumption,-257.58
2024-08-29,M01,OnHandSnapshot,3170.13
2024-08-30,M01,Consumption,-307.71
2024-08-30,M01,OnHandSnapshot,2862.43
2024-08-31,M01,Consumption,-208.41
2024-08-31,M01,OnHandSnapshot,2654.02
2024-09-01,M01,Consumption,-226.53
2024-09-01,M01,OnHandSnapshot,2427.49
2024-09-02,M01,Consumption,-223.48
2024-09-02,M01,OnHandSnapshot,2204.01
2024-09-03,M01,Receipt,4418.3
2024-09-03,M01,Consumption,-220.05
2024-09-03,M01,OnHandSnapshot,6402.26
2024-09-04,M01,Consumption,-218.5
2024-09-04,M01,OnHandSnapshot,6183.75
2024-09-05,M01,Consumption,-238.1
2024-09-05,M01,OnHandSnapshot,5945.65
2024-09-06,M01,Consumption,-288.77
2024-09-06,M01,OnHandSnapshot,5656.87
2024-09-07,M01,Consumption,-206.73
2024-09-07,M01,OnHandSnapshot,5450.15
2024-09-08,M01,Consumption,-222.83
2024-09-08,M01,OnHandSnapshot,5227.32
2024-09-09,M01,Consumption,-222.3
2024-09-09,M01,OnHandSnapshot,5005.02
2024-09-10,M01,Consumption,-213.9
2024-09-10,M01,OnHandSnapshot,4791.11
2024-09-11,M01,Consumption,-223.6
2024-09-11,M01,OnHandSnapshot,4567.52
2024-09-12,M01,Consumption,-244.57
2024-09-12,M01,OnHandSnapshot,4322.95
2024-09-13,M01,Consumption,-304.29
2024-09-13,M01,OnHandSnapshot,4018.66
2024-09-14,M01,Consumption,-203.05
2024-09-14,M01,OnHandSnapshot,3815.61
2024-09-15,M01,Consumption,-234.02
2024-09-15,M01,OnHandSnapshot,3581.58
2024-09-16,M01,Consumption,-233.98
2024-09-16,M01,OnHandSnapshot,3347.6
2024-09-17,M01,Consumption,-216.67
2024-09-17,M01,OnHandSnapshot,3130.93
2024-09-18,M01,Consumption,-214.0
2024-09-18,M01,OnHandSnapshot,2916.93
2024-09-19,M01,Consumption,-252.49
2024-09-19,M01,OnHandSnapshot,2664.44
2024-09-20,M01,Consumption,-310.8
2024-09-20,M01,OnHandSnapshot,2353.64
2024-09-21,M01,Consumption,-214.13
2024-09-21,M01,OnHandSnapshot,2139.51
2024-09-22,M01,Receipt,4418.3
2024-09-22,M01,Consumption,-210.09
2024-09-22,M01,OnHandSnapshot,6347.72
2024-09-23,M01,Consumption,-223.1
2024-09-23,M01,OnHandSnapshot,6124.62
2024-09-24,M01,Consumption,-225.06
2024-09-24,M01,OnHandSnapshot,5899.56
2024-09-25,M01,Consumption,-222.44
2024-09-25,M01,OnHandSnapshot,5677.12
2024-09-26,M01,Consumption,-251.96
2024-09-26,M01,OnHandSnapshot,5425.17
2024-09-27,M01,Consumption,-294.33
2024-09-27,M01,OnHandSnapshot,5130.84
2024-09-28,M01,Consumption,-214.02
2024-09-28,M01,OnHandSnapshot,4916.81
2024-09-29,M01,Consumption,-230.7
2024-09-29,M01,OnHandSnapshot,4686.12
2024-09-30,M01,Consumption,-214.15
2024-09-30,M01,OnHandSnapshot,4471.97
2024-10-01,M01,Consumption,-219.37
2024-10-01,M01,OnHandSnapshot,4252.59
2024-10-02,M01,Consumption,-221.45
2024-10-02,M01,OnHandSnapshot,4031.14
2024-10-03,M01,Consumption,-254.73
2024-10-03,M01,OnHandSnapshot,3776.41
2024-10-04,M01,Consumption,-293.37
2024-10-04,M01,OnHandSnapshot,3483.04
2024-10-05,M01,Consumption,-221.4
2024-10-05,M01,OnHandSnapshot,3261.63
2024-10-06,M01,Consumption,-229.02
2024-10-06,M01,OnHandSnapshot,3032.61
2024-10-07,M01,Consumption,-223.57
2024-10-07,M01,OnHandSnapshot,2809.05
2024-10-08,M01,Consumption,-210.77
2024-10-08,M01,OnHandSnapshot,2598.28
2024-10-09,M01,Consumption,-233.71
2024-10-09,M01,OnHandSnapshot,2364.57
2024-10-10,M01,Consumption,-263.65
2024-10-10,M01,OnHandSnapshot,2100.92
2024-10-11,M01,Consumption,-291.11
2024-10-11,M01,OnHandSnapshot,1809.81
2024-10-12,M01,Receipt,4418.3
2024-10-12,M01,Consumption,-198.15
2024-10-12,M01,OnHandSnapshot,6029.96
2024-10-13,M01,Consumption,-219.03
2024-10-13,M01,OnHandSnapshot,5810.93
2024-10-14,M01,Consumption,-209.72
2024-10-14,M01,OnHandSnapshot,5601.21
2024-10-15,M01,Consumption,-222.05
2024-10-15,M01,OnHandSnapshot,5379.16
2024-10-16,M01,Consumption,-228.42
2024-10-16,M01,OnHandSnapshot,5150.74
2024-10-17,M01,Consumption,-256.55
2024-10-17,M01,OnHandSnapshot,4894.19
2024-10-18,M01,Consumption,-297.58
2024-10-18,M01,OnHandSnapshot,4596.6
2024-10-19,M01,Consumption,-219.67
2024-10-19,M01,OnHandSnapshot,4376.93
2024-10-20,M01,Consumption,-222.68
2024-10-20,M01,OnHandSnapshot,4154.25
2024-10-21,M01,Consumption,-223.85
2024-10-21,M01,OnHandSnapshot,3930.4
2024-10-22,M01,Consumption,-217.98
2024-10-22,M01,OnHandSnapshot,3712.42
2024-10-23,M01,Consumption,-226.75
2024-10-23,M01,OnHandSnapshot,3485.67
2024-10-24,M01,Consumption,-253.68
2024-10-24,M01,OnHandSnapshot,3231.99
2024-10-25,M01,Consumption,-294.84
2024-10-25,M01,OnHandSnapshot,2937.15
2024-10-26,M01,Consumption,-207.4
2024-10-26,M01,OnHandSnapshot,2729.75
2024-10-27,M01,Consumption,-218.82
2024-10-27,M01,OnHandSnapshot,2510.93
2024-10-28,M01,Consumption,-237.3
2024-10-28,M01,OnHandSnapshot,2273.63
2024-10-29,M01,Receipt,4418.3
2024-10-29,M01,Consumption,-225.19
